cnty_fips,county,state,Value,theme_range
55139,Winnebago,Wisconsin,169926,91049.1 - 10098052 (644)
55141,Wood,Wisconsin,73274,36769.1 - 91049 (644)
1001,Autauga,Alabama,55200,36769.1 - 91049 (644)
1009,Blount,Alabama,57645,36769.1 - 91049 (644)
1015,Calhoun,Alabama,115098,91049.1 - 10098052 (644)
1017,Chambers,Alabama,33826,19054.1 - 36769 (644)
1019,Cherokee,Alabama,25853,19054.1 - 36769 (644)
1021,Chilton,Alabama,43930,36769.1 - 91049 (644)
1027,Clay,Alabama,13378,9055.1 - 19054 (644)
1029,Cleburne,Alabama,14938,9055.1 - 19054 (644)
1037,Coosa,Alabama,10855,9055.1 - 19054 (644)
1043,Cullman,Alabama,82313,36769.1 - 91049 (644)
1047,Dallas,Alabama,40029,36769.1 - 91049 (644)
1049,DeKalb,Alabama,71200,36769.1 - 91049 (644)
1051,Elmore,Alabama,81212,36769.1 - 91049 (644)
1055,Etowah,Alabama,102939,91049.1 - 10098052 (644)
1071,Jackson,Alabama,52094,36769.1 - 91049 (644)
1073,Jefferson,Alabama,659892,91049.1 - 10098052 (644)
1081,Lee,Alabama,159287,91049.1 - 10098052 (644)
1083,Limestone,Alabama,93052,91049.1 - 10098052 (644)
1085,Lowndes,Alabama,10236,9055.1 - 19054 (644)
1087,Macon,Alabama,19054,9055.1 - 19054 (644)
1089,Madison,Alabama,357560,91049.1 - 10098052 (644)
1095,Marshall,Alabama,95145,91049.1 - 10098052 (644)
1101,Montgomery,Alabama,226941,91049.1 - 10098052 (644)
1103,Morgan,Alabama,119122,91049.1 - 10098052 (644)
1111,Randolph,Alabama,22574,19054.1 - 36769 (644)
1113,Russell,Alabama,58213,36769.1 - 91049 (644)
1115,St. Clair,Alabama,87306,36769.1 - 91049 (644)
1117,Shelby,Alabama,211261,91049.1 - 10098052 (644)
1121,Talladega,Alabama,80565,36769.1 - 91049 (644)
1123,Tallapoosa,Alabama,40636,36769.1 - 91049 (644)
13015,Bartow,Georgia,103620,91049.1 - 10098052 (644)
13035,Butts,Georgia,23750,19054.1 - 36769 (644)
13045,Carroll,Georgia,116022,91049.1 - 10098052 (644)
13047,Catoosa,Georgia,66299,36769.1 - 91049 (644)
13053,Chattahoochee,Georgia,10767,9055.1 - 19054 (644)
13055,Chattooga,Georgia,24817,19054.1 - 36769 (644)
13057,Cherokee,Georgia,241910,91049.1 - 10098052 (644)
13063,Clayton,Georgia,278666,91049.1 - 10098052 (644)
13067,Cobb,Georgia,745057,91049.1 - 10098052 (644)
13077,Coweta,Georgia,140516,91049.1 - 10098052 (644)
13079,Crawford,Georgia,12344,9055.1 - 19054 (644)
13083,Dade,Georgia,16227,9055.1 - 19054 (644)
13085,Dawson,Georgia,23861,19054.1 - 36769 (644)
13089,DeKalb,Georgia,743187,91049.1 - 10098052 (644)
13097,Douglas,Georgia,141840,91049.1 - 10098052 (644)
13111,Fannin,Georgia,24925,19054.1 - 36769 (644)
13113,Fayette,Georgia,111369,91049.1 - 10098052 (644)
13115,Floyd,Georgia,96824,91049.1 - 10098052 (644)
13117,Forsyth,Georgia,219880,91049.1 - 10098052 (644)
13121,Fulton,Georgia,1021902,91049.1 - 10098052 (644)
13123,Gilmer,Georgia,29922,19054.1 - 36769 (644)
13129,Gordon,Georgia,56790,36769.1 - 91049 (644)
13135,Gwinnett,Georgia,902298,91049.1 - 10098052 (644)
13143,Haralson,Georgia,28956,19054.1 - 36769 (644)
13145,Harris,Georgia,33590,19054.1 - 36769 (644)
13149,Heard,Georgia,11677,9055.1 - 19054 (644)
13151,Henry,Georgia,221307,91049.1 - 10098052 (644)
13171,Lamar,Georgia,18513,9055.1 - 19054 (644)
13187,Lumpkin,Georgia,31951,19054.1 - 36769 (644)
13193,Macon,Georgia,13480,9055.1 - 19054 (644)
13197,Marion,Georgia,8484,75 - 9055 (644)
13199,Meriwether,Georgia,21113,19054.1 - 36769 (644)
13207,Monroe,Georgia,27010,19054.1 - 36769 (644)
13213,Murray,Georgia,39557,36769.1 - 91049 (644)
13215,Muscogee,Georgia,196670,91049.1 - 10098052 (644)
13223,Paulding,Georgia,155840,91049.1 - 10098052 (644)
13227,Pickens,Georgia,30832,19054.1 - 36769 (644)
13231,Pike,Georgia,18082,9055.1 - 19054 (644)
13233,Polk,Georgia,41621,36769.1 - 91049 (644)
13247,Rockdale,Georgia,89011,36769.1 - 91049 (644)
13249,Schley,Georgia,5211,75 - 9055 (644)
13255,Spalding,Georgia,64719,36769.1 - 91049 (644)
13263,Talbot,Georgia,6378,75 - 9055 (644)
13269,Taylor,Georgia,8193,75 - 9055 (644)
13285,Troup,Georgia,69774,36769.1 - 91049 (644)
13291,Union,Georgia,22775,19054.1 - 36769 (644)
13293,Upson,Georgia,26216,19054.1 - 36769 (644)
13295,Walker,Georgia,68824,36769.1 - 91049 (644)
13313,Whitfield,Georgia,103849,91049.1 - 10098052 (644)
18025,Crawford,Indiana,10581,9055.1 - 19054 (644)
18037,Dubois,Indiana,42418,36769.1 - 91049 (644)
18043,Floyd,Indiana,76809,36769.1 - 91049 (644)
18061,Harrison,Indiana,39712,36769.1 - 91049 (644)
18123,Perry,Indiana,19141,19054.1 - 36769 (644)
18147,Spencer,Indiana,20526,19054.1 - 36769 (644)
21001,Adair,Kentucky,19241,19054.1 - 36769 (644)
21003,Allen,Kentucky,20794,19054.1 - 36769 (644)
21005,Anderson,Kentucky,22214,19054.1 - 36769 (644)
21009,Barren,Kentucky,43680,36769.1 - 91049 (644)
21017,Bourbon,Kentucky,20144,19054.1 - 36769 (644)
21021,Boyle,Kentucky,29913,19054.1 - 36769 (644)
21027,Breckinridge,Kentucky,20080,19054.1 - 36769 (644)
21029,Bullitt,Kentucky,79466,36769.1 - 91049 (644)
21031,Butler,Kentucky,12745,9055.1 - 19054 (644)
21045,Casey,Kentucky,15796,9055.1 - 19054 (644)
21049,Clark,Kentucky,35872,19054.1 - 36769 (644)
21053,Clinton,Kentucky,10211,9055.1 - 19054 (644)
21057,Cumberland,Kentucky,6713,75 - 9055 (644)
21059,Daviess,Kentucky,99937,91049.1 - 10098052 (644)
21061,Edmonson,Kentucky,12122,9055.1 - 19054 (644)
21065,Estill,Kentucky,14313,9055.1 - 19054 (644)
21067,Fayette,Kentucky,318734,91049.1 - 10098052 (644)
21073,Franklin,Kentucky,50296,36769.1 - 91049 (644)
21079,Garrard,Kentucky,17328,9055.1 - 19054 (644)
21085,Grayson,Kentucky,26178,19054.1 - 36769 (644)
21087,Green,Kentucky,11023,9055.1 - 19054 (644)
21091,Hancock,Kentucky,8719,75 - 9055 (644)
21093,Hardin,Kentucky,108095,91049.1 - 10098052 (644)
21099,Hart,Kentucky,18627,9055.1 - 19054 (644)
21109,Jackson,Kentucky,13373,9055.1 - 19054 (644)
21111,Jefferson,Kentucky,767154,91049.1 - 10098052 (644)
21113,Jessamine,Kentucky,52422,36769.1 - 91049 (644)
21123,Larue,Kentucky,14156,9055.1 - 19054 (644)
21125,Laurel,Kentucky,60180,36769.1 - 91049 (644)
21137,Lincoln,Kentucky,24458,19054.1 - 36769 (644)
21141,Logan,Kentucky,26849,19054.1 - 36769 (644)
21147,McCreary,Kentucky,17635,9055.1 - 19054 (644)
21151,Madison,Kentucky,89700,36769.1 - 91049 (644)
21155,Marion,Kentucky,19232,19054.1 - 36769 (644)
21163,Meade,Kentucky,28326,19054.1 - 36769 (644)
21167,Mercer,Kentucky,21516,19054.1 - 36769 (644)
21169,Metcalfe,Kentucky,10004,9055.1 - 19054 (644)
21171,Monroe,Kentucky,10634,9055.1 - 19054 (644)
21173,Montgomery,Kentucky,27759,19054.1 - 36769 (644)
21177,Muhlenberg,Kentucky,31081,19054.1 - 36769 (644)
21179,Nelson,Kentucky,45388,36769.1 - 91049 (644)
21181,Nicholas,Kentucky,7100,75 - 9055 (644)
21183,Ohio,Kentucky,24071,19054.1 - 36769 (644)
21199,Pulaski,Kentucky,64145,36769.1 - 91049 (644)
21203,Rockcastle,Kentucky,16827,9055.1 - 19054 (644)
21207,Russell,Kentucky,17760,9055.1 - 19054 (644)
21209,Scott,Kentucky,53517,36769.1 - 91049 (644)
21211,Shelby,Kentucky,46786,36769.1 - 91049 (644)
21213,Simpson,Kentucky,18063,9055.1 - 19054 (644)
21215,Spencer,Kentucky,18246,9055.1 - 19054 (644)
21217,Taylor,Kentucky,25500,19054.1 - 36769 (644)
21227,Warren,Kentucky,126427,91049.1 - 10098052 (644)
21229,Washington,Kentucky,12019,9055.1 - 19054 (644)
21231,Wayne,Kentucky,20609,19054.1 - 36769 (644)
21235,Whitley,Kentucky,36089,19054.1 - 36769 (644)
21239,Woodford,Kentucky,26097,19054.1 - 36769 (644)
37039,Cherokee,North Carolina,27668,19054.1 - 36769 (644)
47001,Anderson,Tennessee,75775,36769.1 - 91049 (644)
47003,Bedford,Tennessee,47558,36769.1 - 91049 (644)
47007,Bledsoe,Tennessee,14602,9055.1 - 19054 (644)
47009,Blount,Tennessee,128443,91049.1 - 10098052 (644)
47011,Bradley,Tennessee,104557,91049.1 - 10098052 (644)
47013,Campbell,Tennessee,39687,36769.1 - 91049 (644)
47015,Cannon,Tennessee,13976,9055.1 - 19054 (644)
47021,Cheatham,Tennessee,39929,36769.1 - 91049 (644)
47027,Clay,Tennessee,7686,75 - 9055 (644)
47031,Coffee,Tennessee,54531,36769.1 - 91049 (644)
47035,Cumberland,Tennessee,58634,36769.1 - 91049 (644)
47037,Davidson,Tennessee,684017,91049.1 - 10098052 (644)
47041,DeKalb,Tennessee,19601,19054.1 - 36769 (644)
47049,Fentress,Tennessee,17994,9055.1 - 19054 (644)
47051,Franklin,Tennessee,41512,36769.1 - 91049 (644)
47055,Giles,Tennessee,29167,19054.1 - 36769 (644)
47061,Grundy,Tennessee,13331,9055.1 - 19054 (644)
47065,Hamilton,Tennessee,357546,91049.1 - 10098052 (644)
47087,Jackson,Tennessee,11615,9055.1 - 19054 (644)
47093,Knox,Tennessee,456185,91049.1 - 10098052 (644)
47103,Lincoln,Tennessee,33711,19054.1 - 36769 (644)
47105,Loudon,Tennessee,51610,36769.1 - 91049 (644)
47107,McMinn,Tennessee,52773,36769.1 - 91049 (644)
47111,Macon,Tennessee,23487,19054.1 - 36769 (644)
47115,Marion,Tennessee,28417,19054.1 - 36769 (644)
47117,Marshall,Tennessee,32269,19054.1 - 36769 (644)
47119,Maury,Tennessee,89776,36769.1 - 91049 (644)
47121,Meigs,Tennessee,11962,9055.1 - 19054 (644)
47123,Monroe,Tennessee,45876,36769.1 - 91049 (644)
47127,Moore,Tennessee,6322,75 - 9055 (644)
47129,Morgan,Tennessee,21596,19054.1 - 36769 (644)
47133,Overton,Tennessee,22004,19054.1 - 36769 (644)
47137,Pickett,Tennessee,5088,75 - 9055 (644)
47139,Polk,Tennessee,16782,9055.1 - 19054 (644)
47141,Putnam,Tennessee,76440,36769.1 - 91049 (644)
47143,Rhea,Tennessee,32628,19054.1 - 36769 (644)
47145,Roane,Tennessee,52897,36769.1 - 91049 (644)
47147,Robertson,Tennessee,69344,36769.1 - 91049 (644)
47149,Rutherford,Tennessee,307128,91049.1 - 10098052 (644)
47151,Scott,Tennessee,21954,19054.1 - 36769 (644)
47153,Sequatchie,Tennessee,14730,9055.1 - 19054 (644)
47159,Smith,Tennessee,19458,19054.1 - 36769 (644)
47165,Sumner,Tennessee,179473,91049.1 - 10098052 (644)
47169,Trousdale,Tennessee,9573,9055.1 - 19054 (644)
47175,Van Buren,Tennessee,5704,75 - 9055 (644)
47177,Warren,Tennessee,40454,36769.1 - 91049 (644)
47185,White,Tennessee,26580,19054.1 - 36769 (644)
47187,Williamson,Tennessee,218648,91049.1 - 10098052 (644)
47189,Wilson,Tennessee,132663,91049.1 - 10098052 (644)
13009,Baldwin,Georgia,45286,36769.1 - 91049 (644)
13011,Banks,Georgia,18510,9055.1 - 19054 (644)
13013,Barrow,Georgia,76887,36769.1 - 91049 (644)
13021,Bibb,Georgia,153490,91049.1 - 10098052 (644)
13023,Bleckley,Georgia,12775,9055.1 - 19054 (644)
13031,Bulloch,Georgia,74782,36769.1 - 91049 (644)
13033,Burke,Georgia,22550,19054.1 - 36769 (644)
13043,Candler,Georgia,10827,9055.1 - 19054 (644)
13059,Clarke,Georgia,124602,91049.1 - 10098052 (644)
13073,Columbia,Georgia,147295,91049.1 - 10098052 (644)
13091,Dodge,Georgia,20919,19054.1 - 36769 (644)
13093,Dooly,Georgia,13905,9055.1 - 19054 (644)
13103,Effingham,Georgia,58689,36769.1 - 91049 (644)
13105,Elbert,Georgia,19212,19054.1 - 36769 (644)
13107,Emanuel,Georgia,22499,19054.1 - 36769 (644)
13109,Evans,Georgia,10727,9055.1 - 19054 (644)
13119,Franklin,Georgia,22514,19054.1 - 36769 (644)
13125,Glascock,Georgia,3009,75 - 9055 (644)
13133,Greene,Georgia,16976,9055.1 - 19054 (644)
13137,Habersham,Georgia,44289,36769.1 - 91049 (644)
13139,Hall,Georgia,195961,91049.1 - 10098052 (644)
13141,Hancock,Georgia,8535,75 - 9055 (644)
13147,Hart,Georgia,25631,19054.1 - 36769 (644)
13153,Houston,Georgia,151682,91049.1 - 10098052 (644)
13157,Jackson,Georgia,65755,36769.1 - 91049 (644)
13159,Jasper,Georgia,13784,9055.1 - 19054 (644)
13163,Jefferson,Georgia,15772,9055.1 - 19054 (644)
13165,Jenkins,Georgia,8827,75 - 9055 (644)
13167,Johnson,Georgia,9730,9055.1 - 19054 (644)
13169,Jones,Georgia,28548,19054.1 - 36769 (644)
13175,Laurens,Georgia,47418,36769.1 - 91049 (644)
13181,Lincoln,Georgia,7799,75 - 9055 (644)
13189,McDuffie,Georgia,21498,19054.1 - 36769 (644)
13195,Madison,Georgia,28900,19054.1 - 36769 (644)
13209,Montgomery,Georgia,9036,75 - 9055 (644)
13211,Morgan,Georgia,18235,9055.1 - 19054 (644)
13217,Newton,Georgia,106497,91049.1 - 10098052 (644)
13219,Oconee,Georgia,37017,36769.1 - 91049 (644)
13221,Oglethorpe,Georgia,14784,9055.1 - 19054 (644)
13225,Peach,Georgia,26966,19054.1 - 36769 (644)
13235,Pulaski,Georgia,11295,9055.1 - 19054 (644)
13237,Putnam,Georgia,21503,19054.1 - 36769 (644)
13241,Rabun,Georgia,16457,9055.1 - 19054 (644)
13245,Richmond,Georgia,201463,91049.1 - 10098052 (644)
13251,Screven,Georgia,13990,9055.1 - 19054 (644)
13257,Stephens,Georgia,25676,19054.1 - 36769 (644)
13265,Taliaferro,Georgia,1665,75 - 9055 (644)
13279,Toombs,Georgia,27048,19054.1 - 36769 (644)
13281,Towns,Georgia,11417,9055.1 - 19054 (644)
13283,Treutlen,Georgia,6777,75 - 9055 (644)
13289,Twiggs,Georgia,8284,75 - 9055 (644)
13297,Walton,Georgia,90132,36769.1 - 91049 (644)
13301,Warren,Georgia,5346,75 - 9055 (644)
13303,Washington,Georgia,20461,19054.1 - 36769 (644)
13311,White,Georgia,28928,19054.1 - 36769 (644)
13317,Wilkes,Georgia,9884,9055.1 - 19054 (644)
13319,Wilkinson,Georgia,9078,9055.1 - 19054 (644)
21011,Bath,Kentucky,12268,9055.1 - 19054 (644)
21013,Bell,Kentucky,27188,19054.1 - 36769 (644)
21019,Boyd,Kentucky,48091,36769.1 - 91049 (644)
21025,Breathitt,Kentucky,13116,9055.1 - 19054 (644)
21043,Carter,Kentucky,27290,19054.1 - 36769 (644)
21051,Clay,Kentucky,20621,19054.1 - 36769 (644)
21063,Elliott,Kentucky,7517,75 - 9055 (644)
21069,Fleming,Kentucky,14479,9055.1 - 19054 (644)
21071,Floyd,Kentucky,36926,36769.1 - 91049 (644)
21095,Harlan,Kentucky,27134,19054.1 - 36769 (644)
21115,Johnson,Kentucky,22843,19054.1 - 36769 (644)
21119,Knott,Kentucky,15513,9055.1 - 19054 (644)
21121,Knox,Kentucky,31467,19054.1 - 36769 (644)
21127,Lawrence,Kentucky,15783,9055.1 - 19054 (644)
21129,Lee,Kentucky,6751,75 - 9055 (644)
21131,Leslie,Kentucky,10472,9055.1 - 19054 (644)
21133,Letcher,Kentucky,22676,19054.1 - 36769 (644)
21153,Magoffin,Kentucky,12666,9055.1 - 19054 (644)
21159,Martin,Kentucky,11919,9055.1 - 19054 (644)
21165,Menifee,Kentucky,6405,75 - 9055 (644)
21175,Morgan,Kentucky,13285,9055.1 - 19054 (644)
21189,Owsley,Kentucky,4463,75 - 9055 (644)
21193,Perry,Kentucky,26917,19054.1 - 36769 (644)
21195,Pike,Kentucky,60483,36769.1 - 91049 (644)
21197,Powell,Kentucky,12321,9055.1 - 19054 (644)
21205,Rowan,Kentucky,24499,19054.1 - 36769 (644)
21237,Wolfe,Kentucky,7223,75 - 9055 (644)
37003,Alexander,North Carolina,37119,36769.1 - 91049 (644)
37005,Alleghany,North Carolina,10973,9055.1 - 19054 (644)
37009,Ashe,North Carolina,26786,19054.1 - 36769 (644)
37011,Avery,North Carolina,17501,9055.1 - 19054 (644)
37021,Buncombe,North Carolina,254474,91049.1 - 10098052 (644)
37023,Burke,North Carolina,89712,36769.1 - 91049 (644)
37027,Caldwell,North Carolina,81779,36769.1 - 91049 (644)
37035,Catawba,North Carolina,156729,91049.1 - 10098052 (644)
37043,Clay,North Carolina,10813,9055.1 - 19054 (644)
37045,Cleveland,North Carolina,97159,91049.1 - 10098052 (644)
37071,Gaston,North Carolina,216585,91049.1 - 10098052 (644)
37075,Graham,North Carolina,8557,75 - 9055 (644)
37087,Haywood,North Carolina,60433,36769.1 - 91049 (644)
37089,Henderson,North Carolina,113625,91049.1 - 10098052 (644)
37097,Iredell,North Carolina,172525,91049.1 - 10098052 (644)
37099,Jackson,North Carolina,42256,36769.1 - 91049 (644)
37109,Lincoln,North Carolina,81441,36769.1 - 91049 (644)
37111,McDowell,North Carolina,45109,36769.1 - 91049 (644)
37113,Macon,North Carolina,34410,19054.1 - 36769 (644)
37115,Madison,North Carolina,21405,19054.1 - 36769 (644)
37119,Mecklenburg,North Carolina,1054314,91049.1 - 10098052 (644)
37121,Mitchell,North Carolina,15040,9055.1 - 19054 (644)
37149,Polk,North Carolina,20458,19054.1 - 36769 (644)
37161,Rutherford,North Carolina,66532,36769.1 - 91049 (644)
37171,Surry,North Carolina,72099,36769.1 - 91049 (644)
37173,Swain,North Carolina,14254,9055.1 - 19054 (644)
37175,Transylvania,North Carolina,33513,19054.1 - 36769 (644)
37189,Watauga,North Carolina,54117,36769.1 - 91049 (644)
37193,Wilkes,North Carolina,68460,36769.1 - 91049 (644)
37197,Yadkin,North Carolina,37665,36769.1 - 91049 (644)
37199,Yancey,North Carolina,17667,9055.1 - 19054 (644)
45001,Abbeville,South Carolina,24657,19054.1 - 36769 (644)
45003,Aiken,South Carolina,166926,91049.1 - 10098052 (644)
45005,Allendale,South Carolina,9214,9055.1 - 19054 (644)
45007,Anderson,South Carolina,195995,91049.1 - 10098052 (644)
45009,Bamberg,South Carolina,14600,9055.1 - 19054 (644)
45011,Barnwell,South Carolina,21577,19054.1 - 36769 (644)
45013,Beaufort,South Carolina,182658,91049.1 - 10098052 (644)
45017,Calhoun,South Carolina,14713,9055.1 - 19054 (644)
45021,Cherokee,South Carolina,56711,36769.1 - 91049 (644)
45023,Chester,South Carolina,32326,19054.1 - 36769 (644)
45029,Colleton,South Carolina,37568,36769.1 - 91049 (644)
45037,Edgefield,South Carolina,26769,19054.1 - 36769 (644)
45039,Fairfield,South Carolina,22712,19054.1 - 36769 (644)
45045,Greenville,South Carolina,498402,91049.1 - 10098052 (644)
45047,Greenwood,South Carolina,70264,36769.1 - 91049 (644)
45049,Hampton,South Carolina,19807,19054.1 - 36769 (644)
45053,Jasper,South Carolina,27900,19054.1 - 36769 (644)
45057,Lancaster,South Carolina,89546,36769.1 - 91049 (644)
45059,Laurens,South Carolina,66710,36769.1 - 91049 (644)
45063,Lexington,South Carolina,286316,91049.1 - 10098052 (644)
45065,McCormick,South Carolina,9606,9055.1 - 19054 (644)
45071,Newberry,South Carolina,38068,36769.1 - 91049 (644)
45073,Oconee,South Carolina,76696,36769.1 - 91049 (644)
45075,Orangeburg,South Carolina,88454,36769.1 - 91049 (644)
45077,Pickens,South Carolina,122746,91049.1 - 10098052 (644)
45079,Richland,South Carolina,408263,91049.1 - 10098052 (644)
45081,Saluda,South Carolina,20299,19054.1 - 36769 (644)
45083,Spartanburg,South Carolina,302195,91049.1 - 10098052 (644)
45087,Union,South Carolina,27644,19054.1 - 36769 (644)
45091,York,South Carolina,258641,91049.1 - 10098052 (644)
47019,Carter,Tennessee,56391,36769.1 - 91049 (644)
47025,Claiborne,Tennessee,31613,19054.1 - 36769 (644)
47029,Cocke,Tennessee,35336,19054.1 - 36769 (644)
47057,Grainger,Tennessee,23013,19054.1 - 36769 (644)
47059,Greene,Tennessee,68669,36769.1 - 91049 (644)
47063,Hamblen,Tennessee,63740,36769.1 - 91049 (644)
47067,Hancock,Tennessee,6585,75 - 9055 (644)
47073,Hawkins,Tennessee,56402,36769.1 - 91049 (644)
47089,Jefferson,Tennessee,53247,36769.1 - 91049 (644)
47091,Johnson,Tennessee,17789,9055.1 - 19054 (644)
47155,Sevier,Tennessee,96287,91049.1 - 10098052 (644)
47163,Sullivan,Tennessee,156734,91049.1 - 10098052 (644)
47171,Unicoi,Tennessee,17780,9055.1 - 19054 (644)
47173,Union,Tennessee,19293,19054.1 - 36769 (644)
47179,Washington,Tennessee,127055,91049.1 - 10098052 (644)
51021,Bland,Virginia,6447,75 - 9055 (644)
51027,Buchanan,Virginia,22138,19054.1 - 36769 (644)
51035,Carroll,Virginia,29738,19054.1 - 36769 (644)
51051,Dickenson,Virginia,14960,9055.1 - 19054 (644)
51071,Giles,Virginia,16814,9055.1 - 19054 (644)
51077,Grayson,Virginia,15811,9055.1 - 19054 (644)
51105,Lee,Virginia,24134,19054.1 - 36769 (644)
51155,Pulaski,Virginia,34234,19054.1 - 36769 (644)
51167,Russell,Virginia,27408,19054.1 - 36769 (644)
51169,Scott,Virginia,22009,19054.1 - 36769 (644)
51173,Smyth,Virginia,31059,19054.1 - 36769 (644)
51185,Tazewell,Virginia,42080,36769.1 - 91049 (644)
51191,Washington,Virginia,54406,36769.1 - 91049 (644)
51195,Wise,Virginia,39025,36769.1 - 91049 (644)
51197,Wythe,Virginia,28940,19054.1 - 36769 (644)
51520,Bristol,Virginia,16843,9055.1 - 19054 (644)
51640,Galax,Virginia,6638,75 - 9055 (644)
51720,Norton,Virginia,3990,75 - 9055 (644)
54005,Boone,West Virginia,22817,19054.1 - 36769 (644)
54019,Fayette,West Virginia,44126,36769.1 - 91049 (644)
54039,Kanawha,West Virginia,185710,91049.1 - 10098052 (644)
54043,Lincoln,West Virginia,21078,19054.1 - 36769 (644)
54045,Logan,West Virginia,33801,19054.1 - 36769 (644)
54047,McDowell,West Virginia,19217,19054.1 - 36769 (644)
54055,Mercer,West Virginia,60486,36769.1 - 91049 (644)
54059,Mingo,West Virginia,24741,19054.1 - 36769 (644)
54067,Nicholas,West Virginia,25324,19054.1 - 36769 (644)
54081,Raleigh,West Virginia,76232,36769.1 - 91049 (644)
54089,Summers,West Virginia,13018,9055.1 - 19054 (644)
54099,Wayne,West Virginia,40708,36769.1 - 91049 (644)
54109,Wyoming,West Virginia,21711,19054.1 - 36769 (644)
18001,Adams,Indiana,35195,19054.1 - 36769 (644)
18003,Allen,Indiana,370016,91049.1 - 10098052 (644)
18005,Bartholomew,Indiana,81893,36769.1 - 91049 (644)
18009,Blackford,Indiana,12129,9055.1 - 19054 (644)
18011,Boone,Indiana,64321,36769.1 - 91049 (644)
18013,Brown,Indiana,15034,9055.1 - 19054 (644)
18015,Carroll,Indiana,19994,19054.1 - 36769 (644)
18017,Cass,Indiana,38084,36769.1 - 91049 (644)
18019,Clark,Indiana,115702,91049.1 - 10098052 (644)
18021,Clay,Indiana,26268,19054.1 - 36769 (644)
18023,Clinton,Indiana,32301,19054.1 - 36769 (644)
18027,Daviess,Indiana,32937,19054.1 - 36769 (644)
18029,Dearborn,Indiana,49501,36769.1 - 91049 (644)
18031,Decatur,Indiana,26552,19054.1 - 36769 (644)
18033,DeKalb,Indiana,42704,36769.1 - 91049 (644)
18035,Delaware,Indiana,115616,91049.1 - 10098052 (644)
18039,Elkhart,Indiana,203604,91049.1 - 10098052 (644)
18041,Fayette,Indiana,23259,19054.1 - 36769 (644)
18047,Franklin,Indiana,22842,19054.1 - 36769 (644)
18049,Fulton,Indiana,20212,19054.1 - 36769 (644)
18053,Grant,Indiana,66944,36769.1 - 91049 (644)
18055,Greene,Indiana,32295,19054.1 - 36769 (644)
18057,Hamilton,Indiana,316095,91049.1 - 10098052 (644)
18059,Hancock,Indiana,73830,36769.1 - 91049 (644)
18063,Hendricks,Indiana,160940,91049.1 - 10098052 (644)
18065,Henry,Indiana,48483,36769.1 - 91049 (644)
18067,Howard,Indiana,82387,36769.1 - 91049 (644)
18069,Huntington,Indiana,36378,19054.1 - 36769 (644)
18071,Jackson,Indiana,43938,36769.1 - 91049 (644)
18073,Jasper,Indiana,33449,19054.1 - 36769 (644)
18075,Jay,Indiana,20993,19054.1 - 36769 (644)
18077,Jefferson,Indiana,32237,19054.1 - 36769 (644)
18079,Jennings,Indiana,27727,19054.1 - 36769 (644)
18081,Johnson,Indiana,151564,91049.1 - 10098052 (644)
18085,Kosciusko,Indiana,78806,36769.1 - 91049 (644)
18087,LaGrange,Indiana,38942,36769.1 - 91049 (644)
18091,LaPorte,Indiana,110552,91049.1 - 10098052 (644)
18093,Lawrence,Indiana,45619,36769.1 - 91049 (644)
18095,Madison,Indiana,129505,91049.1 - 10098052 (644)
18097,Marion,Indiana,944523,91049.1 - 10098052 (644)
18099,Marshall,Indiana,46595,36769.1 - 91049 (644)
18101,Martin,Indiana,10210,9055.1 - 19054 (644)
18103,Miami,Indiana,35901,19054.1 - 36769 (644)
18105,Monroe,Indiana,145403,91049.1 - 10098052 (644)
18107,Montgomery,Indiana,38276,36769.1 - 91049 (644)
18109,Morgan,Indiana,69727,36769.1 - 91049 (644)
18113,Noble,Indiana,47451,36769.1 - 91049 (644)
18115,Ohio,Indiana,5887,75 - 9055 (644)
18117,Orange,Indiana,19547,19054.1 - 36769 (644)
18119,Owen,Indiana,20878,19054.1 - 36769 (644)
18127,Porter,Indiana,168041,91049.1 - 10098052 (644)
18131,Pulaski,Indiana,12660,9055.1 - 19054 (644)
18133,Putnam,Indiana,37559,36769.1 - 91049 (644)
18135,Randolph,Indiana,25076,19054.1 - 36769 (644)
18137,Ripley,Indiana,28425,19054.1 - 36769 (644)
18139,Rush,Indiana,16704,9055.1 - 19054 (644)
18141,St. Joseph,Indiana,269240,91049.1 - 10098052 (644)
18143,Scott,Indiana,23743,19054.1 - 36769 (644)
18145,Shelby,Indiana,44399,36769.1 - 91049 (644)
18149,Starke,Indiana,22941,19054.1 - 36769 (644)
18151,Steuben,Indiana,34474,19054.1 - 36769 (644)
18155,Switzerland,Indiana,10628,9055.1 - 19054 (644)
18157,Tippecanoe,Indiana,189294,91049.1 - 10098052 (644)
18159,Tipton,Indiana,15218,9055.1 - 19054 (644)
18161,Union,Indiana,7153,75 - 9055 (644)
18169,Wabash,Indiana,31631,19054.1 - 36769 (644)
18175,Washington,Indiana,27827,19054.1 - 36769 (644)
18177,Wayne,Indiana,66613,36769.1 - 91049 (644)
18179,Wells,Indiana,27947,19054.1 - 36769 (644)
18181,White,Indiana,24217,19054.1 - 36769 (644)
18183,Whitley,Indiana,33649,19054.1 - 36769 (644)
21015,Boone,Kentucky,129095,91049.1 - 10098052 (644)
21023,Bracken,Kentucky,8306,75 - 9055 (644)
21037,Campbell,Kentucky,92267,91049.1 - 10098052 (644)
21041,Carroll,Kentucky,10711,9055.1 - 19054 (644)
