cnty_fips,county,state,Value,theme_range
42019,Butler,Pennsylvania,186566,91049.1 - 10098052 (644)
42021,Cambria,Pennsylvania,134550,91049.1 - 10098052 (644)
42023,Cameron,Pennsylvania,4686,75 - 9055 (644)
42025,Carbon,Pennsylvania,63931,36769.1 - 91049 (644)
42027,Centre,Pennsylvania,161443,91049.1 - 10098052 (644)
42029,Chester,Pennsylvania,517156,91049.1 - 10098052 (644)
42031,Clarion,Pennsylvania,38827,36769.1 - 91049 (644)
42033,Clearfield,Pennsylvania,80216,36769.1 - 91049 (644)
42035,Clinton,Pennsylvania,39074,36769.1 - 91049 (644)
42037,Columbia,Pennsylvania,66220,36769.1 - 91049 (644)
42039,Crawford,Pennsylvania,86164,36769.1 - 91049 (644)
42041,Cumberland,Pennsylvania,247433,91049.1 - 10098052 (644)
42043,Dauphin,Pennsylvania,274515,91049.1 - 10098052 (644)
42045,Delaware,Pennsylvania,563527,91049.1 - 10098052 (644)
42047,Elk,Pennsylvania,30608,19054.1 - 36769 (644)
42049,Erie,Pennsylvania,275972,91049.1 - 10098052 (644)
42051,Fayette,Pennsylvania,132289,91049.1 - 10098052 (644)
42053,Forest,Pennsylvania,7351,75 - 9055 (644)
42055,Franklin,Pennsylvania,153751,91049.1 - 10098052 (644)
42057,Fulton,Pennsylvania,14506,9055.1 - 19054 (644)
42059,Greene,Pennsylvania,37144,36769.1 - 91049 (644)
42061,Huntingdon,Pennsylvania,45421,36769.1 - 91049 (644)
42063,Indiana,Pennsylvania,85755,36769.1 - 91049 (644)
42065,Jefferson,Pennsylvania,44084,36769.1 - 91049 (644)
42067,Juniata,Pennsylvania,24562,19054.1 - 36769 (644)
42069,Lackawanna,Pennsylvania,211454,91049.1 - 10098052 (644)
42071,Lancaster,Pennsylvania,538347,91049.1 - 10098052 (644)
42073,Lawrence,Pennsylvania,87382,36769.1 - 91049 (644)
42075,Lebanon,Pennsylvania,138674,91049.1 - 10098052 (644)
42077,Lehigh,Pennsylvania,362613,91049.1 - 10098052 (644)
42079,Luzerne,Pennsylvania,317884,91049.1 - 10098052 (644)
42081,Lycoming,Pennsylvania,114859,91049.1 - 10098052 (644)
42083,McKean,Pennsylvania,41806,36769.1 - 91049 (644)
42085,Mercer,Pennsylvania,112630,91049.1 - 10098052 (644)
42087,Mifflin,Pennsylvania,46362,36769.1 - 91049 (644)
42089,Monroe,Pennsylvania,167586,91049.1 - 10098052 (644)
42091,Montgomery,Pennsylvania,821301,91049.1 - 10098052 (644)
42093,Montour,Pennsylvania,18294,9055.1 - 19054 (644)
42095,Northampton,Pennsylvania,301778,91049.1 - 10098052 (644)
42097,Northumberland,Pennsylvania,92325,91049.1 - 10098052 (644)
42099,Perry,Pennsylvania,45924,36769.1 - 91049 (644)
42101,Philadelphia,Pennsylvania,1575522,91049.1 - 10098052 (644)
42103,Pike,Pennsylvania,55498,36769.1 - 91049 (644)
42105,Potter,Pennsylvania,16937,9055.1 - 19054 (644)
42107,Schuylkill,Pennsylvania,143555,91049.1 - 10098052 (644)
42109,Snyder,Pennsylvania,40466,36769.1 - 91049 (644)
42111,Somerset,Pennsylvania,74949,36769.1 - 91049 (644)
42113,Sullivan,Pennsylvania,6177,75 - 9055 (644)
42115,Susquehanna,Pennsylvania,41340,36769.1 - 91049 (644)
42117,Tioga,Pennsylvania,41226,36769.1 - 91049 (644)
42119,Union,Pennsylvania,45114,36769.1 - 91049 (644)
42121,Venango,Pennsylvania,52376,36769.1 - 91049 (644)
42123,Warren,Pennsylvania,40035,36769.1 - 91049 (644)
42125,Washington,Pennsylvania,207547,91049.1 - 10098052 (644)
42127,Wayne,Pennsylvania,51536,36769.1 - 91049 (644)
42129,Westmoreland,Pennsylvania,354751,91049.1 - 10098052 (644)
42131,Wyoming,Pennsylvania,27588,19054.1 - 36769 (644)
42133,York,Pennsylvania,444014,91049.1 - 10098052 (644)
51013,Arlington,Virginia,231803,91049.1 - 10098052 (644)
51043,Clarke,Virginia,14365,9055.1 - 19054 (644)
51047,Culpeper,Virginia,50450,36769.1 - 91049 (644)
51059,Fairfax County,Virginia,1143529,91049.1 - 10098052 (644)
51061,Fauquier,Virginia,69115,36769.1 - 91049 (644)
51069,Frederick,Virginia,85153,36769.1 - 91049 (644)
51091,Highland,Virginia,2214,75 - 9055 (644)
51107,Loudoun,Virginia,385143,91049.1 - 10098052 (644)
51113,Madison,Virginia,13139,9055.1 - 19054 (644)
51139,Page,Virginia,23749,19054.1 - 36769 (644)
51153,Prince William,Virginia,456749,91049.1 - 10098052 (644)
51157,Rappahannock,Virginia,7332,75 - 9055 (644)
51165,Rockingham,Virginia,79444,36769.1 - 91049 (644)
51171,Shenandoah,Virginia,43045,36769.1 - 91049 (644)
51179,Stafford,Virginia,144012,91049.1 - 10098052 (644)
51187,Warren,Virginia,39449,36769.1 - 91049 (644)
51510,Alexandria,Virginia,156505,91049.1 - 10098052 (644)
51600,Fairfax City,Virginia,23865,19054.1 - 36769 (644)
51610,Falls Church,Virginia,14067,9055.1 - 19054 (644)
51660,Harrisonburg,Virginia,53391,36769.1 - 91049 (644)
51683,Manassas,Virginia,41457,36769.1 - 91049 (644)
51685,Manassas Park,Virginia,16423,9055.1 - 19054 (644)
51840,Winchester,Virginia,27789,19054.1 - 36769 (644)
54001,Barbour,West Virginia,16730,9055.1 - 19054 (644)
54003,Berkeley,West Virginia,113495,91049.1 - 10098052 (644)
54009,Brooke,West Virginia,22772,19054.1 - 36769 (644)
54023,Grant,West Virginia,11641,9055.1 - 19054 (644)
54027,Hampshire,West Virginia,23363,19054.1 - 36769 (644)
54029,Hancock,West Virginia,29680,19054.1 - 36769 (644)
54031,Hardy,West Virginia,13842,9055.1 - 19054 (644)
54033,Harrison,West Virginia,68209,36769.1 - 91049 (644)
54037,Jefferson,West Virginia,56179,36769.1 - 91049 (644)
54041,Lewis,West Virginia,16276,9055.1 - 19054 (644)
54049,Marion,West Virginia,56497,36769.1 - 91049 (644)
54057,Mineral,West Virginia,27278,19054.1 - 36769 (644)
54061,Monongalia,West Virginia,105252,91049.1 - 10098052 (644)
54065,Morgan,West Virginia,17624,9055.1 - 19054 (644)
54071,Pendleton,West Virginia,7056,75 - 9055 (644)
54075,Pocahontas,West Virginia,8531,75 - 9055 (644)
54077,Preston,West Virginia,33837,19054.1 - 36769 (644)
54083,Randolph,West Virginia,29065,19054.1 - 36769 (644)
54091,Taylor,West Virginia,16951,9055.1 - 19054 (644)
54093,Tucker,West Virginia,7027,75 - 9055 (644)
54097,Upshur,West Virginia,24605,19054.1 - 36769 (644)
54101,Webster,West Virginia,8518,75 - 9055 (644)
9001,Fairfield,Connecticut,944348,91049.1 - 10098052 (644)
9003,Hartford,Connecticut,894730,91049.1 - 10098052 (644)
9005,Litchfield,Connecticut,183031,91049.1 - 10098052 (644)
9007,Middlesex,Connecticut,163368,91049.1 - 10098052 (644)
9009,New Haven,Connecticut,859339,91049.1 - 10098052 (644)
9011,New London,Connecticut,268881,91049.1 - 10098052 (644)
9013,Tolland,Connecticut,151269,91049.1 - 10098052 (644)
9015,Windham,Connecticut,116538,91049.1 - 10098052 (644)
23001,Androscoggin,Maine,107444,91049.1 - 10098052 (644)
23005,Cumberland,Maine,290944,91049.1 - 10098052 (644)
23011,Kennebec,Maine,121545,91049.1 - 10098052 (644)
23013,Knox,Maine,39823,36769.1 - 91049 (644)
23015,Lincoln,Maine,34067,19054.1 - 36769 (644)
23017,Oxford,Maine,57325,36769.1 - 91049 (644)
23023,Sagadahoc,Maine,35277,19054.1 - 36769 (644)
23027,Waldo,Maine,39418,36769.1 - 91049 (644)
23031,York,Maine,203102,91049.1 - 10098052 (644)
25001,Barnstable,Massachusetts,213690,91049.1 - 10098052 (644)
25003,Berkshire,Massachusetts,127328,91049.1 - 10098052 (644)
25005,Bristol,Massachusetts,558905,91049.1 - 10098052 (644)
25007,Dukes,Massachusetts,17313,9055.1 - 19054 (644)
25009,Essex,Massachusetts,781024,91049.1 - 10098052 (644)
25011,Franklin,Massachusetts,70935,36769.1 - 91049 (644)
25013,Hampden,Massachusetts,469116,91049.1 - 10098052 (644)
25015,Hampshire,Massachusetts,161159,91049.1 - 10098052 (644)
25017,Middlesex,Massachusetts,1595192,91049.1 - 10098052 (644)
25019,Nantucket,Massachusetts,11101,9055.1 - 19054 (644)
25021,Norfolk,Massachusetts,698249,91049.1 - 10098052 (644)
25023,Plymouth,Massachusetts,512135,91049.1 - 10098052 (644)
25025,Suffolk,Massachusetts,791766,91049.1 - 10098052 (644)
25027,Worcester,Massachusetts,822280,91049.1 - 10098052 (644)
33001,Belknap,New Hampshire,60640,36769.1 - 91049 (644)
33003,Carroll,New Hampshire,47840,36769.1 - 91049 (644)
33005,Cheshire,New Hampshire,76263,36769.1 - 91049 (644)
33009,Grafton,New Hampshire,89811,36769.1 - 91049 (644)
33011,Hillsborough,New Hampshire,411087,91049.1 - 10098052 (644)
33013,Merrimack,New Hampshire,149452,91049.1 - 10098052 (644)
33015,Rockingham,New Hampshire,305129,91049.1 - 10098052 (644)
33017,Strafford,New Hampshire,128237,91049.1 - 10098052 (644)
33019,Sullivan,New Hampshire,43125,36769.1 - 91049 (644)
34017,Hudson,New Jersey,668631,91049.1 - 10098052 (644)
36001,Albany,New York,307426,91049.1 - 10098052 (644)
36005,Bronx,New York,1437872,91049.1 - 10098052 (644)
36021,Columbia,New York,60919,36769.1 - 91049 (644)
36027,Dutchess,New York,293894,91049.1 - 10098052 (644)
36031,Essex,New York,37751,36769.1 - 91049 (644)
36047,Kings,New York,2600747,91049.1 - 10098052 (644)
36059,Nassau,New York,1356564,91049.1 - 10098052 (644)
36061,New York,New York,1632480,91049.1 - 10098052 (644)
36079,Putnam,New York,99070,91049.1 - 10098052 (644)
36081,Queens,New York,2298513,91049.1 - 10098052 (644)
36083,Rensselaer,New York,159431,91049.1 - 10098052 (644)
36087,Rockland,New York,323686,91049.1 - 10098052 (644)
36091,Saratoga,New York,227377,91049.1 - 10098052 (644)
36093,Schenectady,New York,154883,91049.1 - 10098052 (644)
36103,Suffolk,New York,1487901,91049.1 - 10098052 (644)
36113,Warren,New York,64480,36769.1 - 91049 (644)
36115,Washington,New York,61828,36769.1 - 91049 (644)
36119,Westchester,New York,968815,91049.1 - 10098052 (644)
44001,Bristol,Rhode Island,48900,36769.1 - 91049 (644)
44003,Kent,Rhode Island,163861,91049.1 - 10098052 (644)
44005,Newport,Rhode Island,83075,36769.1 - 91049 (644)
44007,Providence,Rhode Island,634533,91049.1 - 10098052 (644)
44009,Washington,Rhode Island,126242,91049.1 - 10098052 (644)
50001,Addison,Vermont,36939,36769.1 - 91049 (644)
50003,Bennington,Vermont,35920,19054.1 - 36769 (644)
50005,Caledonia,Vermont,30425,19054.1 - 36769 (644)
50007,Chittenden,Vermont,162052,91049.1 - 10098052 (644)
50015,Lamoille,Vermont,25268,19054.1 - 36769 (644)
50017,Orange,Vermont,28937,19054.1 - 36769 (644)
50021,Rutland,Vermont,59273,36769.1 - 91049 (644)
50023,Washington,Vermont,58477,36769.1 - 91049 (644)
50025,Windham,Vermont,43150,36769.1 - 91049 (644)
50027,Windsor,Vermont,55427,36769.1 - 91049 (644)
23003,Aroostook,Maine,68269,36769.1 - 91049 (644)
23007,Franklin,Maine,30019,19054.1 - 36769 (644)
23009,Hancock,Maine,54541,36769.1 - 91049 (644)
23019,Penobscot,Maine,151748,91049.1 - 10098052 (644)
23021,Piscataquis,Maine,16887,9055.1 - 19054 (644)
23025,Somerset,Maine,50710,36769.1 - 91049 (644)
23029,Washington,Maine,31694,19054.1 - 36769 (644)
26001,Alcona,Michigan,10364,9055.1 - 19054 (644)
26003,Alger,Michigan,9194,9055.1 - 19054 (644)
26007,Alpena,Michigan,28612,19054.1 - 36769 (644)
26009,Antrim,Michigan,23177,19054.1 - 36769 (644)
26013,Baraga,Michigan,8507,75 - 9055 (644)
26029,Charlevoix,Michigan,26219,19054.1 - 36769 (644)
26031,Cheboygan,Michigan,25458,19054.1 - 36769 (644)
26033,Chippewa,Michigan,37834,36769.1 - 91049 (644)
26039,Crawford,Michigan,13836,9055.1 - 19054 (644)
26041,Delta,Michigan,36190,19054.1 - 36769 (644)
26043,Dickinson,Michigan,25570,19054.1 - 36769 (644)
26047,Emmet,Michigan,33039,19054.1 - 36769 (644)
26053,Gogebic,Michigan,15414,9055.1 - 19054 (644)
26055,Grand Traverse,Michigan,91746,91049.1 - 10098052 (644)
26061,Houghton,Michigan,36360,19054.1 - 36769 (644)
26071,Iron,Michigan,11212,9055.1 - 19054 (644)
26079,Kalkaska,Michigan,17463,9055.1 - 19054 (644)
26083,Keweenaw,Michigan,2130,75 - 9055 (644)
26089,Leelanau,Michigan,21639,19054.1 - 36769 (644)
26095,Luce,Michigan,6364,75 - 9055 (644)
26097,Mackinac,Michigan,10817,9055.1 - 19054 (644)
26103,Marquette,Michigan,66939,36769.1 - 91049 (644)
26109,Menominee,Michigan,23234,19054.1 - 36769 (644)
26119,Montmorency,Michigan,9261,9055.1 - 19054 (644)
26131,Ontonagon,Michigan,5968,75 - 9055 (644)
26135,Oscoda,Michigan,8277,75 - 9055 (644)
26137,Otsego,Michigan,24397,19054.1 - 36769 (644)
26141,Presque Isle,Michigan,12797,9055.1 - 19054 (644)
26153,Schoolcraft,Michigan,8069,75 - 9055 (644)
27001,Aitkin,Minnesota,15834,9055.1 - 19054 (644)
27003,Anoka,Minnesota,347431,91049.1 - 10098052 (644)
27017,Carlton,Minnesota,35540,19054.1 - 36769 (644)
27025,Chisago,Minnesota,54727,36769.1 - 91049 (644)
27031,Cook,Minnesota,5311,75 - 9055 (644)
27037,Dakota,Minnesota,418201,91049.1 - 10098052 (644)
27053,Hennepin,Minnesota,1235478,91049.1 - 10098052 (644)
27059,Isanti,Minnesota,38974,36769.1 - 91049 (644)
27065,Kanabec,Minnesota,16004,9055.1 - 19054 (644)
27075,Lake,Minnesota,10569,9055.1 - 19054 (644)
27095,Mille Lacs,Minnesota,25728,19054.1 - 36769 (644)
27115,Pine,Minnesota,29129,19054.1 - 36769 (644)
27123,Ramsey,Minnesota,541493,91049.1 - 10098052 (644)
27137,St. Louis,Minnesota,200080,91049.1 - 10098052 (644)
27139,Scott,Minnesota,143372,91049.1 - 10098052 (644)
27163,Washington,Minnesota,253317,91049.1 - 10098052 (644)
33007,Coos,New Hampshire,32038,19054.1 - 36769 (644)
36019,Clinton,New York,80794,36769.1 - 91049 (644)
50009,Essex,Vermont,6208,75 - 9055 (644)
50011,Franklin,Vermont,49025,36769.1 - 91049 (644)
50013,Grand Isle,Vermont,6965,75 - 9055 (644)
50019,Orleans,Vermont,26911,19054.1 - 36769 (644)
55003,Ashland,Wisconsin,15712,9055.1 - 19054 (644)
55005,Barron,Wisconsin,45252,36769.1 - 91049 (644)
55007,Bayfield,Wisconsin,14992,9055.1 - 19054 (644)
55013,Burnett,Wisconsin,15258,9055.1 - 19054 (644)
55017,Chippewa,Wisconsin,63635,36769.1 - 91049 (644)
55019,Clark,Wisconsin,34491,19054.1 - 36769 (644)
55029,Door,Wisconsin,27439,19054.1 - 36769 (644)
55031,Douglas,Wisconsin,43402,36769.1 - 91049 (644)
55033,Dunn,Wisconsin,44498,36769.1 - 91049 (644)
55035,Eau Claire,Wisconsin,102991,91049.1 - 10098052 (644)
55037,Florence,Wisconsin,4337,75 - 9055 (644)
55041,Forest,Wisconsin,9018,75 - 9055 (644)
55051,Iron,Wisconsin,5715,75 - 9055 (644)
55067,Langlade,Wisconsin,19164,19054.1 - 36769 (644)
55069,Lincoln,Wisconsin,27848,19054.1 - 36769 (644)
55073,Marathon,Wisconsin,135264,91049.1 - 10098052 (644)
55075,Marinette,Wisconsin,40537,36769.1 - 91049 (644)
55078,Menominee,Wisconsin,4579,75 - 9055 (644)
55083,Oconto,Wisconsin,37556,36769.1 - 91049 (644)
55085,Oneida,Wisconsin,35345,19054.1 - 36769 (644)
55093,Pierce,Wisconsin,41603,36769.1 - 91049 (644)
55095,Polk,Wisconsin,43349,36769.1 - 91049 (644)
55099,Price,Wisconsin,13490,9055.1 - 19054 (644)
55107,Rusk,Wisconsin,14183,9055.1 - 19054 (644)
55109,St. Croix,Wisconsin,87917,36769.1 - 91049 (644)
55113,Sawyer,Wisconsin,16370,9055.1 - 19054 (644)
55115,Shawano,Wisconsin,41009,36769.1 - 91049 (644)
55119,Taylor,Wisconsin,20356,19054.1 - 36769 (644)
55125,Vilas,Wisconsin,21593,19054.1 - 36769 (644)
55129,Washburn,Wisconsin,15689,9055.1 - 19054 (644)
